date,category,amount,notes,transaction_type,payment_mode,clean_notes
10-06-24,food,5281.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
17-10-2022,food,4781.0,Restaurant dinner,Expense,Cash,restaurant dinner
2023-11-29,food,4924.0,Shopping,Expense,Cash,shopping
2021-08-21,rent,12387.0,Monthly rent payment,Income,UPI,monthly rent payment
05/25/2023,food,0.0,ATM withdrawal,Expense,Card,atm withdrawal
04/02/2022,education,8228.0,Online course,Expense,Bank Transfer,online course
2021-08-30,food,12870.0,Grocery shopping,Expense,UPI,grocery shopping
18-12-24,health,17765.0,Medicine,Income,UPI,medicine
20-11-22,food,71698.0,Lunch,Income,UPI,lunch
2022-09-26,food,5908.0,Coffee,Expense,UPI,coffee
01/06/2024,utility,30482.0,Internet bill,Income,Card,internet bill
10/10/2024,food,3550.0,Shopping,Expense,UPI,shopping
2022-06-06,food,4138.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2021-02-12,travel,33121.0,Train ticket,Income,Card,train ticket
2024-01-14,food,35208.0,Restaurant dinner,Income,Card,restaurant dinner
2022-04-17,health,26749.0,Medicine,Income,UPI,medicine
2024-05-13,utility,8053.0,Electricity bill,Expense,UPI,electricity bill
12/07/2024,utility,5784.0,Internet bill,Expense,UPI,internet bill
18-10-21,food,784.0,ATM withdrawal,Expense,Card,atm withdrawal
2024-09-18,travel,3301.0,Uber ride,Expense,UPI,uber ride
10-05-2023,rent,9997.0,Monthly rent payment,Expense,Card,monthly rent payment
29-10-2023,food,143.0,Coffee,Expense,Bank Transfer,coffee
09-10-24,rent,6243.0,Monthly rent payment,Expense,UPI,monthly rent payment
03/12/2023,utility,3633.0,Electricity bill,Expense,Cash,electricity bill
2021-09-25,health,1119.0,Doctor consultation,Expense,Card,doctor consultation
01-07-2023,travel,1449.0,Petrol,Expense,Bank Transfer,petrol
04-11-2022,food,20916.0,ATM withdrawal,Income,UPI,atm withdrawal
08/16/2024,health,41974.0,Medicine,Expense,Card,medicine
2022-08-26,food,3605.0,Coffee,Expense,Bank Transfer,coffee
27-08-22,food,1405.0,ATM withdrawal,Expense,Cash,atm withdrawal
07/28/2024,education,29584.0,Online course,Expense,UPI,online course
12/12/2022,food,45846.0,Coffee,Income,Cash,coffee
2021-06-29,food,49021.0,Coffee,Income,Bank Transfer,coffee
04-09-23,food,6047.0,Coffee,Expense,UPI,coffee
2022-08-14,food,2637.0,Fixed deposit,Expense,Cash,fixed deposit
20-02-23,travel,932.0,Train ticket,Expense,unknown,train ticket
04-07-22,food,2745.0,EMI payment,Expense,Bank Transfer,emi payment
04/17/2022,food,5434.0,EMI payment,Expense,Bank Transfer,emi payment
06/18/2023,food,7329.0,ATM withdrawal,Expense,UPI,atm withdrawal
2023-11-18,travel,1542.0,Uber ride,Expense,unknown,uber ride
02/02/2022,food,3365.0,Shopping,Expense,Card,shopping
2023-08-10,food,1388.0,Lunch,Expense,Card,lunch
04/09/2022,travel,4373.0,Train ticket,Expense,UPI,train ticket
15-01-21,food,6600.0,Grocery shopping,Expense,UPI,grocery shopping
02-10-23,entertainment,2796.0,Movie tickets,Expense,Bank Transfer,movie tickets
2023-03-06,food,5876.0,Books,Expense,Bank Transfer,books
2023-08-20,utility,2217.0,Electricity bill,Expense,Card,electricity bill
2023-09-24,travel,920.0,Petrol,Expense,Cash,petrol
2024-12-11,rent,6216.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2023-06-23,food,35688.0,Lunch,Income,Card,lunch
26-05-2022,food,166.0,Shopping,Expense,Bank Transfer,shopping
2021-07-21,travel,1874.0,Train ticket,Expense,Cash,train ticket
17-04-21,education,4898.0,Online course,Expense,Bank Transfer,online course
10/02/2022,health,3290.0,Medicine,Expense,Bank Transfer,medicine
2023-02-03,health,35289.0,Doctor consultation,Expense,Card,doctor consultation
11/03/2022,food,35716.0,Books,Income,Card,books
2024-10-27,food,6385.0,EMI payment,Expense,Card,emi payment
05-05-2024,health,7571.0,Medicine,Expense,Cash,medicine
2023-08-07,food,307.0,ATM withdrawal,Expense,UPI,atm withdrawal
2024-04-30,travel,9256.0,Uber ride,Expense,Cash,uber ride
12/19/2021,food,2955.0,Restaurant dinner,Expense,Card,restaurant dinner
2021-11-02,food,4336.0,Lunch,Expense,Bank Transfer,lunch
01-01-22,utility,4726.0,Internet bill,Expense,Card,internet bill
2021-09-13,food,825.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
05/18/2023,health,4945.0,Medicine,Expense,Cash,medicine
08/25/2023,travel,3128.0,Petrol,Expense,Bank Transfer,petrol
2021-10-26,food,9113.0,Grocery shopping,Expense,unknown,grocery shopping
31-07-22,food,8149.0,ATM withdrawal,Expense,UPI,atm withdrawal
05/03/2024,health,1137.0,Medicine,Expense,Card,medicine
2021-10-21,food,9139.0,Fixed deposit,Expense,UPI,fixed deposit
03-03-2021,food,3542.0,Books,Expense,Cash,books
2022-06-24,utility,63184.0,Electricity bill,Income,UPI,electricity bill
04/24/2021,food,546.0,Coffee,Expense,Card,coffee
26-08-24,entertainment,7004.0,Movie tickets,Expense,Cash,movie tickets
23-08-2022,food,8647.0,Lunch,Expense,Bank Transfer,lunch
28-08-2023,travel,8158.0,Petrol,Expense,Bank Transfer,petrol
06-05-23,utility,5748.0,Electricity bill,Expense,UPI,electricity bill
02/20/2021,food,32787.0,Grocery shopping,Income,Bank Transfer,grocery shopping
13-11-23,food,4780.0,Coffee,Expense,Card,coffee
08/07/2023,travel,7057.0,Train ticket,Expense,UPI,train ticket
09/08/2021,food,44608.0,Books,Expense,Card,books
14-09-23,rent,3216.0,Monthly rent payment,Expense,UPI,monthly rent payment
15-08-24,health,5706.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
12-12-22,travel,2643.0,Petrol,Expense,Card,petrol
2022-02-02,utility,21307.0,Electricity bill,Expense,Bank Transfer,electricity bill
25-02-23,health,47746.0,Doctor consultation,Expense,Cash,doctor consultation
2024-12-19,food,2367.0,EMI payment,Expense,UPI,emi payment
2021-06-15,food,999999999.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
2021-05-23,rent,2621.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2022-04-06,food,21220.0,Books,Expense,Card,books
05/13/2021,food,5925.0,Lunch,Expense,UPI,lunch
08/21/2023,food,4621.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
06-08-22,entertainment,8721.0,Movie tickets,Expense,UPI,movie tickets
10/25/2021,food,1312.0,EMI payment,Expense,Bank Transfer,emi payment
2021-10-18,rent,7901.0,Monthly rent payment,Expense,Cash,monthly rent payment
2023-09-29,rent,5275.0,Monthly rent payment,Expense,UPI,monthly rent payment
2023-06-16,food,2196.0,Fixed deposit,Expense,Cash,fixed deposit
2022-04-15,health,18123.0,Medicine,Income,Cash,medicine
2021-01-07,education,5980.0,Online course,Expense,Cash,online course
13-02-2021,entertainment,13715.0,Movie tickets,Expense,Cash,movie tickets
2023-06-28,entertainment,9690.0,Movie tickets,Expense,UPI,movie tickets
2023-06-25,food,63122.0,Restaurant dinner,Income,Cash,restaurant dinner
08-03-2024,health,63957.0,Doctor consultation,Income,Card,doctor consultation
2023-05-28,food,4000.0,Grocery shopping,Expense,Card,grocery shopping
09/10/2022,food,249.0,Grocery shopping,Expense,Card,grocery shopping
22-02-2023,education,22572.0,Online course,Income,Bank Transfer,online course
23-03-2024,travel,1051.0,Train ticket,Expense,Cash,train ticket
2024-05-09,food,14041.0,Shopping,Income,Card,shopping
19-07-2023,health,5076.0,Medicine,Expense,Card,medicine
2023-08-29,utility,9767.0,Electricity bill,Expense,Bank Transfer,electricity bill
2024-07-19,health,3201.0,Doctor consultation,Expense,Cash,doctor consultation
06-04-21,education,7109.0,Online course,Expense,Cash,online course
2022-02-27,food,8301.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2023-06-28,travel,6760.0,Uber ride,Expense,Bank Transfer,uber ride
2021-06-11,health,45898.0,Medicine,Income,Cash,medicine
09/14/2024,health,5821.0,Medicine,Expense,UPI,medicine
2024-11-27,food,7804.0,EMI payment,Expense,UPI,emi payment
12/12/2023,utility,62177.0,Internet bill,Income,Cash,internet bill
2023-10-22,utility,4781.0,Electricity bill,Expense,Card,electricity bill
2021-08-23,food,4419.0,EMI payment,Expense,Bank Transfer,emi payment
2023-10-29,health,7914.0,Gym membership,Expense,Card,gym membership
2023-06-22,food,999999.0,Shopping,Expense,Cash,shopping
05/28/2022,food,3689.0,ATM withdrawal,Expense,Card,atm withdrawal
03/17/2022,utility,4890.0,Electricity bill,Expense,Card,electricity bill
10/18/2021,travel,7433.0,Petrol,Expense,Cash,petrol
2024-12-30,food,7937.0,Books,Expense,Card,books
2021-10-11,food,4301.0,Lunch,Expense,Cash,lunch
2024-09-06,entertainment,3591.0,Movie tickets,Expense,Card,movie tickets
03/22/2023,travel,7345.0,Uber ride,Expense,UPI,uber ride
02/28/2022,utility,2906.0,Electricity bill,Expense,Bank Transfer,electricity bill
31-10-21,health,78388.0,Gym membership,Income,Bank Transfer,gym membership
2023-11-03,food,2165.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
02-09-2021,food,3409.0,Coffee,Expense,Cash,coffee
06/29/2023,food,2840.0,EMI payment,Expense,Bank Transfer,emi payment
04-11-2024,food,3020.0,Shopping,Expense,Card,shopping
09-02-22,travel,7418.0,Petrol,Expense,UPI,petrol
2021-07-09,rent,7316.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
21-07-2023,food,3319.0,Coffee,Expense,unknown,coffee
08-08-24,health,77361.0,Gym membership,Income,Cash,gym membership
2021-12-05,food,1107.0,EMI payment,Expense,Bank Transfer,emi payment
2022-01-10,health,655.0,Medicine,Expense,Cash,medicine
07/30/2022,health,27013.0,Gym membership,Income,UPI,gym membership
19-11-24,education,183091.0,Online course,Income,Card,online course
02/02/2023,food,4691.0,Lunch,Expense,Card,lunch
2021-03-21,food,1849.0,Books,Expense,Cash,books
08/11/2023,food,36352.0,Fixed deposit,Income,Card,fixed deposit
2023-06-05,travel,2538.0,Uber ride,Expense,Card,uber ride
12/29/2023,health,3022.0,Doctor consultation,Expense,UPI,doctor consultation
2022-03-05,travel,9065.0,Petrol,Expense,Card,petrol
2024-11-09,rent,2092.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
05/17/2023,health,166.0,Medicine,Expense,UPI,medicine
2024-02-23,food,2857.0,Restaurant dinner,Expense,UPI,restaurant dinner
2022-11-08,education,9344.0,Online course,Expense,unknown,online course
2023-12-29,health,15135.0,Gym membership,Income,Bank Transfer,gym membership
06/11/2024,entertainment,1614.0,Movie tickets,Expense,unknown,movie tickets
10/12/2021,utility,3142.0,Electricity bill,Expense,unknown,electricity bill
2021-07-20,utility,813.0,Electricity bill,Expense,UPI,electricity bill
2022-02-02,food,6343.0,Lunch,Expense,UPI,lunch
2022-08-01,food,64875.0,Fixed deposit,Income,Cash,fixed deposit
14-04-24,food,3352.0,Restaurant dinner,Expense,Card,restaurant dinner
08/12/2024,food,7186.0,Books,Expense,Bank Transfer,books
10/30/2023,health,1171.0,Doctor consultation,Expense,UPI,doctor consultation
2024-12-02,food,4565.0,EMI payment,Expense,Cash,emi payment
19-11-2022,food,835.0,Fixed deposit,Expense,UPI,fixed deposit
12/03/2024,entertainment,29265.0,Movie tickets,Income,UPI,movie tickets
2022-08-28,travel,557.0,Petrol,Expense,Cash,petrol
20-05-2023,food,6544.0,Restaurant dinner,Expense,Card,restaurant dinner
2023-12-14,utility,1367.0,Electricity bill,Expense,Card,electricity bill
2023-09-28,food,7836.0,Shopping,Expense,Bank Transfer,shopping
01/20/2022,food,6085.0,Lunch,Expense,UPI,lunch
26-07-21,food,5778.0,Fixed deposit,Expense,Cash,fixed deposit
02/08/2022,food,361.0,Lunch,Expense,Bank Transfer,lunch
2021-04-22,rent,409.0,Monthly rent payment,Expense,UPI,monthly rent payment
03-07-2023,food,5765.0,ATM withdrawal,Expense,Card,atm withdrawal
2024-05-20,food,36616.0,Books,Income,Card,books
02/06/2023,food,2789.0,Coffee,Expense,UPI,coffee
02/02/2022,food,7238.0,Books,Expense,UPI,books
01/04/2022,health,5435.0,Doctor consultation,Expense,UPI,doctor consultation
22-11-2022,education,6636.0,Online course,Expense,Cash,online course
2024-07-05,food,4305.0,Shopping,Expense,Bank Transfer,shopping
07/17/2021,food,2217.0,Coffee,Expense,Card,coffee
2021-07-02,food,2237.0,Grocery shopping,Expense,UPI,grocery shopping
2024-05-24,food,8174.0,EMI payment,Expense,Cash,emi payment
2021-12-15,health,4978.0,Doctor consultation,Expense,Cash,doctor consultation
31-12-24,food,6240.0,Restaurant dinner,Expense,Card,restaurant dinner
16-04-24,utility,814.0,Electricity bill,Expense,Bank Transfer,electricity bill
2024-06-09,food,1737.0,Grocery shopping,Expense,UPI,grocery shopping
12/25/2023,food,1311.0,Restaurant dinner,Expense,Card,restaurant dinner
07-12-21,food,6893.0,EMI payment,Expense,Bank Transfer,emi payment
2024-12-30,food,8056.0,Coffee,Expense,UPI,coffee
30-08-2021,food,4710.0,Lunch,Expense,Bank Transfer,lunch
2023-02-16,health,7659.0,Gym membership,Expense,UPI,gym membership
2024-08-25,health,1077.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
01/10/2023,entertainment,3089.0,Movie tickets,Expense,UPI,movie tickets
07/16/2023,utility,4723.0,Electricity bill,Expense,Cash,electricity bill
30-01-22,utility,5368.0,Internet bill,Expense,UPI,internet bill
10/15/2024,food,6990.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
12-03-24,food,3716.0,Shopping,Expense,UPI,shopping
2023-04-10,food,47358.0,ATM withdrawal,Expense,UPI,atm withdrawal
11/06/2021,travel,3133.0,Petrol,Expense,Cash,petrol
2022-07-11,travel,76469.0,Petrol,Income,Cash,petrol
08/11/2022,travel,6493.0,Train ticket,Expense,Cash,train ticket
2023-08-14,health,6393.0,Medicine,Expense,Card,medicine
04-08-2024,travel,17284.0,Petrol,Income,Card,petrol
23-07-22,health,22788.0,Medicine,Expense,Cash,medicine
2022-04-08,food,5285.0,ATM withdrawal,Expense,Card,atm withdrawal
07/14/2024,food,1136.0,ATM withdrawal,Expense,Cash,atm withdrawal
08/08/2021,food,1916.0,Lunch,Expense,UPI,lunch
2024-04-19,food,7164.0,Restaurant dinner,Expense,Card,restaurant dinner
09-04-21,food,190.0,EMI payment,Expense,Card,emi payment
04/20/2021,health,54564.0,Medicine,Income,Cash,medicine
09-03-23,food,679408.0,EMI payment,Income,UPI,emi payment
06/21/2021,food,7684.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
11/02/2022,utility,8690.0,Electricity bill,Expense,UPI,electricity bill
2022-04-20,food,35598.0,Shopping,Expense,Cash,shopping
2021-12-10,food,54987.0,Shopping,Income,Cash,shopping
2023-11-13,travel,4952.0,Petrol,Expense,Bank Transfer,petrol
30-08-24,food,3173.0,Books,Expense,UPI,books
26-04-22,rent,46889.0,Monthly rent payment,Expense,Card,monthly rent payment
2021-05-28,rent,8440.0,Monthly rent payment,Expense,Card,monthly rent payment
08/24/2023,food,39070.0,Shopping,Income,Cash,shopping
2024-05-21,health,6736.0,Gym membership,Expense,Bank Transfer,gym membership
06-06-24,travel,66406.0,Train ticket,Income,Card,train ticket
2023-11-22,food,0.0,Grocery shopping,Expense,UPI,grocery shopping
2023-05-17,food,9589.0,Fixed deposit,Expense,Cash,fixed deposit
2023-08-27,food,25115.0,Lunch,Expense,UPI,lunch
10/24/2024,rent,46799.0,Monthly rent payment,Income,Cash,monthly rent payment
2022-06-20,food,4504.0,ATM withdrawal,Expense,Card,atm withdrawal
11/20/2022,health,2018.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
2022-05-16,utility,9691.0,Internet bill,Expense,Card,internet bill
2022-07-20,food,5201.0,Shopping,Expense,Bank Transfer,shopping
2024-02-01,food,1110.0,Coffee,Expense,Bank Transfer,coffee
01/25/2023,utility,15136.0,Internet bill,Income,Card,internet bill
2022-12-09,utility,1164.0,Internet bill,Expense,Card,internet bill
11/19/2022,entertainment,4489.0,Movie tickets,Expense,Cash,movie tickets
06-09-2023,food,3446.0,ATM withdrawal,Expense,unknown,atm withdrawal
27-01-22,health,2820.0,Medicine,Expense,unknown,medicine
2024-03-21,health,176.0,Gym membership,Expense,Bank Transfer,gym membership
01/28/2023,food,8415.0,Lunch,Expense,Bank Transfer,lunch
11-10-24,health,12561.0,Medicine,Income,Cash,medicine
15-07-2023,food,52836.0,Grocery shopping,Income,Card,grocery shopping
02/28/2023,travel,6428.0,Petrol,Expense,Bank Transfer,petrol
01-02-24,education,8558.0,Online course,Expense,UPI,online course
02/26/2021,food,38654.0,Grocery shopping,Expense,Card,grocery shopping
2022-03-30,food,6819.0,Shopping,Expense,Cash,shopping
2024-11-18,food,39367.0,EMI payment,Expense,UPI,emi payment
08/03/2024,utility,9837.0,Internet bill,Expense,Card,internet bill
2021-06-23,travel,3146.0,Petrol,Expense,UPI,petrol
2024-06-12,health,3531.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
05-01-21,rent,8564.0,Monthly rent payment,Expense,UPI,monthly rent payment
2021-06-24,food,5502.0,Coffee,Expense,UPI,coffee
09-08-24,food,4236.0,ATM withdrawal,Expense,Cash,atm withdrawal
26-06-23,rent,5605.0,Monthly rent payment,Expense,Card,monthly rent payment
2024-04-13,food,319.0,Lunch,Expense,unknown,lunch
05/15/2022,entertainment,3354.0,Movie tickets,Expense,Cash,movie tickets
2021-03-13,food,1067.0,EMI payment,Expense,UPI,emi payment
2024-11-21,rent,-1000.0,Monthly rent payment,Expense,Card,monthly rent payment
27-04-2021,utility,4200.0,Internet bill,Expense,UPI,internet bill
01/19/2023,food,2304.0,Shopping,Expense,UPI,shopping
08-11-23,health,9423.0,Doctor consultation,Expense,Cash,doctor consultation
05-05-22,food,9374.0,Fixed deposit,Expense,UPI,fixed deposit
12/21/2021,food,367.0,Coffee,Expense,unknown,coffee
2021-08-28,health,1008.0,Medicine,Expense,UPI,medicine
11/25/2021,rent,2722.0,Monthly rent payment,Expense,UPI,monthly rent payment
13-10-2024,entertainment,717.0,Movie tickets,Expense,UPI,movie tickets
22-03-2023,utility,7301.0,Electricity bill,Expense,Bank Transfer,electricity bill
11-11-2022,food,6993.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
29-08-21,food,1680.0,Books,Expense,UPI,books
2021-08-15,education,738.0,Online course,Expense,Cash,online course
2022-07-13,food,514.0,ATM withdrawal,Expense,Card,atm withdrawal
2023-10-16,food,820.0,Lunch,Expense,Card,lunch
14-01-2023,travel,2888.0,Train ticket,Expense,Bank Transfer,train ticket
2024-04-23,food,8455.0,EMI payment,Expense,Card,emi payment
2021-10-15,health,42618.0,Doctor consultation,Income,UPI,doctor consultation
2022-08-19,travel,6814.0,Train ticket,Expense,Cash,train ticket
13-07-22,food,4594.0,Lunch,Expense,Bank Transfer,lunch
06/30/2024,food,5278.0,Shopping,Expense,Card,shopping
13-04-24,food,861.0,Shopping,Expense,UPI,shopping
2023-06-22,food,93.0,Coffee,Expense,unknown,coffee
16-11-2021,food,2231.0,Grocery shopping,Expense,Cash,grocery shopping
2022-12-25,food,4684.0,Books,Expense,Bank Transfer,books
01/30/2023,utility,4528.0,Internet bill,Expense,Bank Transfer,internet bill
2024-01-26,entertainment,44906.0,Movie tickets,Income,Card,movie tickets
2022-04-21,travel,3158.0,Uber ride,Expense,Card,uber ride
08/21/2023,food,10959.0,Lunch,Expense,Bank Transfer,lunch
2022-04-13,education,4824.0,Online course,Expense,UPI,online course
12/25/2022,food,633.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
24-09-21,health,7448.0,Gym membership,Expense,UPI,gym membership
2022-11-22,food,7598.0,Lunch,Expense,UPI,lunch
27-12-22,travel,5023.0,Petrol,Expense,UPI,petrol
2022-06-23,entertainment,314.0,Movie tickets,Expense,UPI,movie tickets
10-04-2024,food,3124.0,Lunch,Expense,Card,lunch
14-04-23,food,2402.0,Coffee,Expense,Cash,coffee
2024-11-04,utility,7619.0,Internet bill,Expense,Cash,internet bill
2023-05-05,travel,7568.0,Train ticket,Expense,Card,train ticket
21-10-23,travel,3321.0,Train ticket,Expense,UPI,train ticket
2022-10-07,food,41084.0,Fixed deposit,Expense,Card,fixed deposit
03/31/2022,food,999999999.0,Shopping,Expense,Cash,shopping
2024-05-18,rent,9110.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
25-08-23,education,11809.0,Online course,Expense,UPI,online course
07/15/2024,food,43091.0,Books,Expense,Card,books
2024-03-18,food,6787.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
05/26/2022,food,2649.0,Restaurant dinner,Expense,UPI,restaurant dinner
2024-03-08,food,7929.0,Shopping,Expense,Bank Transfer,shopping
2022-12-13,rent,5693.0,Monthly rent payment,Expense,Cash,monthly rent payment
11/05/2023,education,2798.0,Online course,Expense,Bank Transfer,online course
12-02-21,food,5415.0,Restaurant dinner,Expense,Cash,restaurant dinner
07-05-2021,health,884.0,Gym membership,Expense,Bank Transfer,gym membership
07/01/2023,food,867.0,Lunch,Expense,Bank Transfer,lunch
2024-07-28,education,2578.0,Online course,Expense,UPI,online course
09/15/2023,rent,62421.0,Monthly rent payment,Income,Card,monthly rent payment
2024-11-03,travel,56023.0,Uber ride,Income,Cash,uber ride
2021-10-17,travel,8017.0,Petrol,Expense,Cash,petrol
10/31/2021,food,744.0,Fixed deposit,Expense,Cash,fixed deposit
27-07-2023,food,7857.0,Shopping,Expense,Card,shopping
11-08-2024,health,5910.0,Gym membership,Expense,Cash,gym membership
2023-06-16,health,9533.0,Doctor consultation,Expense,Cash,doctor consultation
02/26/2023,food,4833.0,Shopping,Expense,UPI,shopping
13-02-24,entertainment,4084.0,Movie tickets,Expense,Cash,movie tickets
2022-03-19,health,729.0,Gym membership,Expense,Card,gym membership
29-08-22,food,2054.0,Restaurant dinner,Expense,Cash,restaurant dinner
2021-04-29,health,4888.0,Medicine,Expense,Cash,medicine
19-06-22,food,1030.0,ATM withdrawal,Expense,Card,atm withdrawal
2022-07-09,food,621176.0,Restaurant dinner,Income,Card,restaurant dinner
06-12-2023,food,5732.0,ATM withdrawal,Expense,UPI,atm withdrawal
2021-10-12,food,1891.0,Fixed deposit,Expense,Card,fixed deposit
2023-01-23,entertainment,7331.0,Movie tickets,Expense,Cash,movie tickets
10/06/2022,utility,7755.0,Internet bill,Expense,Bank Transfer,internet bill
2024-08-11,food,6848.0,Coffee,Expense,UPI,coffee
2022-07-15,food,2499.0,Books,Expense,UPI,books
01/09/2021,food,26983.0,Lunch,Income,Card,lunch
02-04-22,travel,3357.0,Petrol,Expense,Bank Transfer,petrol
15-12-21,health,5110.0,Gym membership,Expense,Cash,gym membership
06/28/2023,health,7728.0,Medicine,Expense,Bank Transfer,medicine
2021-08-26,education,5936.0,Online course,Expense,Card,online course
08/21/2021,food,3272.0,Coffee,Expense,Card,coffee
2021-04-09,health,3191.0,Doctor consultation,Expense,Cash,doctor consultation
2022-07-15,travel,999999999.0,Petrol,Expense,Card,petrol
2023-11-23,food,9001.0,Fixed deposit,Expense,Card,fixed deposit
2022-05-24,travel,5628.0,Petrol,Expense,Bank Transfer,petrol
03-05-21,health,6100.0,Doctor consultation,Expense,Card,doctor consultation
11/05/2024,food,5511.0,Books,Expense,Cash,books
05/08/2021,health,459.0,Doctor consultation,Expense,UPI,doctor consultation
2024-09-02,food,538.0,Books,Expense,UPI,books
2024-05-13,food,45070.0,Books,Income,Card,books
03/04/2024,food,5183.0,Restaurant dinner,Expense,Cash,restaurant dinner
09/04/2022,travel,31812.0,Uber ride,Income,UPI,uber ride
2023-05-28,food,4000.0,Grocery shopping,Expense,Card,grocery shopping
07/18/2023,entertainment,49284.0,Movie tickets,Expense,Bank Transfer,movie tickets
11/01/2022,health,1050.0,Medicine,Expense,UPI,medicine
2023-05-05,health,203.0,Doctor consultation,Expense,Cash,doctor consultation
2023-10-14,health,8970.0,Gym membership,Expense,Cash,gym membership
22-05-2022,food,24568.0,EMI payment,Expense,UPI,emi payment
07/05/2022,food,5855.0,Fixed deposit,Expense,UPI,fixed deposit
2024-09-20,rent,30590.0,Monthly rent payment,Income,Cash,monthly rent payment
23-06-2024,utility,6222.0,Internet bill,Expense,Cash,internet bill
01/26/2021,food,65556.0,Restaurant dinner,Income,UPI,restaurant dinner
25-06-2021,health,0.0,Doctor consultation,Expense,Cash,doctor consultation
06-10-2022,utility,7743.0,Electricity bill,Expense,UPI,electricity bill
11/13/2021,education,21270.0,Online course,Income,Card,online course
22-08-23,utility,13365.0,Electricity bill,Income,Cash,electricity bill
2022-01-09,food,7615.0,Lunch,Expense,Bank Transfer,lunch
2022-04-19,utility,2049.0,Electricity bill,Expense,Cash,electricity bill
04/10/2024,food,9094.0,Coffee,Expense,Card,coffee
24-04-24,food,-500.0,Books,Expense,Bank Transfer,books
06/19/2022,food,22245.0,Restaurant dinner,Income,UPI,restaurant dinner
13-11-22,travel,3695.0,Train ticket,Expense,Bank Transfer,train ticket
30-04-2021,travel,77048.0,Petrol,Income,Card,petrol
05/13/2024,food,4147.0,Restaurant dinner,Expense,UPI,restaurant dinner
2024-07-05,food,69207.0,Coffee,Income,UPI,coffee
08-03-24,food,8153.0,ATM withdrawal,Expense,Cash,atm withdrawal
07-11-2022,food,229.0,Grocery shopping,Expense,Cash,grocery shopping
02/23/2023,food,311.0,Books,Expense,Bank Transfer,books
2023-11-17,food,1896.0,EMI payment,Expense,UPI,emi payment
05/20/2021,food,52709.0,Shopping,Income,UPI,shopping
2024-08-22,food,6288.0,Coffee,Expense,UPI,coffee
05/03/2023,food,6352.0,Shopping,Expense,Bank Transfer,shopping
12/25/2021,travel,2899.0,Uber ride,Expense,UPI,uber ride
08/25/2021,food,2147.0,Fixed deposit,Expense,Card,fixed deposit
07/05/2023,food,3186.0,Fixed deposit,Expense,Card,fixed deposit
2023-04-21,food,6376.0,Grocery shopping,Expense,UPI,grocery shopping
2024-03-17,food,43714.0,Books,Expense,Bank Transfer,books
2021-08-07,travel,476.0,Uber ride,Expense,Cash,uber ride
27-03-2021,food,1306.0,Restaurant dinner,Expense,UPI,restaurant dinner
12/01/2023,health,63555.0,Gym membership,Income,Bank Transfer,gym membership
04-01-24,utility,5984.0,Internet bill,Expense,UPI,internet bill
01/10/2023,health,407.0,Gym membership,Expense,unknown,gym membership
11/13/2021,food,39449.0,Restaurant dinner,Expense,Cash,restaurant dinner
03/21/2024,health,29438.0,Doctor consultation,Income,Card,doctor consultation
11-06-23,travel,1625.0,Uber ride,Expense,Card,uber ride
08/31/2021,utility,6298.0,Internet bill,Expense,Cash,internet bill
2021-03-02,health,2505.0,Doctor consultation,Expense,UPI,doctor consultation
2024-08-26,food,9510.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
11/11/2024,travel,8821.0,Train ticket,Expense,Cash,train ticket
04/28/2023,health,5882.0,Gym membership,Expense,Bank Transfer,gym membership
08/14/2021,health,3378.0,Medicine,Expense,Card,medicine
2023-05-06,travel,438.0,Uber ride,Expense,Bank Transfer,uber ride
2024-12-17,utility,6610.0,Internet bill,Expense,Cash,internet bill
2022-07-05,travel,6146.0,Uber ride,Expense,Bank Transfer,uber ride
2022-02-11,rent,47374.0,Monthly rent payment,Income,Cash,monthly rent payment
01/04/2024,food,3681.0,Books,Expense,Card,books
02-08-2022,travel,5973.0,Train ticket,Expense,UPI,train ticket
2021-06-15,rent,6778.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
21-02-23,utility,3130.0,Electricity bill,Expense,Cash,electricity bill
15-11-22,entertainment,8341.0,Movie tickets,Expense,unknown,movie tickets
2023-02-27,travel,9973.0,Train ticket,Expense,Bank Transfer,train ticket
